ECG-mV,EMG-mV,foot GSR-mV,hand GSR-mV,HR-bpm,RESP-mV,Stress
-0.172,0.316,6.041,5.478,67.0,46.88,3.0
-0.161,0.297875,6.037,5.474,67.0,46.75,3.0
-0.108,0.370375,6.033,5.472,67.0,46.66,3.0
-0.176,0.132125,6.029,5.468,67.0,46.48,3.0
-0.04,0.19425,6.025,5.465,67.0,46.3,3.0
0.117,0.357375,6.023,5.463,67.0,46.32,3.0
-0.068,0.32625,6.022,5.462,67.0,46.71,3.0
0.027,0.328875,6.028,5.462,88.0,46.72,3.0
0.212,0.046625,6.035,5.462,88.0,46.08,3.0
0.279,0.328875,6.044,5.464,88.0,45.65,3.0
-0.125,0.347,6.059,5.468,88.0,45.67,3.0
-0.171,0.300375,6.078,5.473,88.0,45.84,3.0
-0.162,0.199375,6.102,5.48,88.0,46.11,3.0
-0.178,0.28225,6.126,5.488,88.0,46.21,3.0
-0.184,0.03625,6.155,5.5,88.0,46.3,3.0
-0.18,0.29525,6.184,5.512,88.0,46.38,3.0
-0.166,0.378125,6.212,5.527,88.0,46.62,3.0
-0.117,0.328875,6.243,5.545,88.0,46.78,3.0
-0.185,0.328875,6.275,5.563,88.0,46.56,3.0
0.079,0.25375,6.309,5.584,88.0,46.19,3.0
-0.003,0.246,6.343,5.607,88.0,45.94,3.0
-0.059,0.220125,6.372,5.629,88.0,45.84,3.0
0.045,0.27975,6.401,5.654,87.0,45.92,3.0
0.242,0.163125,6.43,5.68,87.0,46.44,3.0
0.252,0.27975,6.458,5.709,87.0,46.73,3.0
-0.13,0.2305,6.483,5.737,87.0,46.49,3.0
-0.157,0.32625,6.517,5.766,87.0,46.06,3.0
-0.148,0.300375,6.546,5.794,87.0,46.22,3.0
-0.165,0.269375,6.575,5.824,87.0,46.65,3.0
-0.168,0.336625,6.604,5.854,87.0,46.72,3.0
-0.167,0.292625,6.627,5.885,87.0,46.36,3.0
-0.14,0.32625,6.648,5.914,87.0,45.48,3.0
-0.113,0.32625,6.668,5.942,87.0,44.81,3.0
-0.166,0.2305,6.684,5.967,87.0,44.57,3.0
0.273,0.313375,6.694,5.991,87.0,44.71,3.0
-0.158,0.39625,6.702,6.013,87.0,44.71,3.0
-0.022,0.261625,6.708,6.033,87.0,44.71,3.0
0.097,0.114,6.712,6.053,87.0,44.94,3.0
0.309,0.168375,6.712,6.071,87.0,45.27,3.0
0.195,0.32625,6.711,6.087,87.0,45.68,3.0
-0.117,0.36,6.706,6.101,86.0,45.72,3.0
-0.112,0.3445,6.699,6.114,86.0,45.63,3.0
-0.108,0.199375,6.689,6.126,86.0,45.56,3.0
-0.097,0.316,6.676,6.137,86.0,45.73,3.0
-0.138,0.2745,6.663,6.146,86.0,45.89,3.0
-0.109,0.240875,6.648,6.154,86.0,46.07,3.0
-0.055,0.3185,6.631,6.162,86.0,46.44,3.0
-0.091,0.1295,6.619,6.17,86.0,46.69,3.0
-0.105,0.25125,6.604,6.176,86.0,46.94,3.0
0.319,0.235625,6.604,6.181,86.0,47.55,3.0
0.015,0.220125,6.619,6.186,86.0,48.39,3.0
0.094,0.2745,6.62,6.188,86.0,48.47,3.0
0.251,0.2875,6.621,6.192,86.0,48.53,3.0
0.443,0.316,6.642,6.192,86.0,48.66,3.0
0.057,0.406625,6.642,6.192,86.0,48.64,3.0
-0.076,0.261625,6.65,6.192,64.0,48.97,3.0
-0.063,0.308125,6.652,6.191,64.0,49.12,3.0
-0.069,0.29525,6.651,6.187,64.0,49.04,3.0
-0.07499999999999998,0.300375,6.643,6.184,64.0,49.03,3.0
-0.057,0.1735,6.634,6.179,64.0,49.13,3.0
-0.01,0.25375,6.625,6.174,64.0,49.51,3.0
-0.092,0.23825,6.612,6.167,64.0,49.91,3.0
0.254,0.20975,6.601,6.16,64.0,49.94,3.0
0.024,0.3755,6.585,6.152,64.0,49.84,3.0
0.04,0.300375,6.571,6.144,64.0,49.83,3.0
0.15,0.1165,6.556,6.134,64.0,49.94,3.0
0.37,0.126875,6.542,6.125,64.0,49.94,3.0
0.303,0.246,6.529,6.115,64.0,49.79,3.0
-0.063,0.35475,6.514,6.104,64.0,49.73,3.0
-0.081,0.256375,6.499,6.093,68.0,50.02,3.0
-0.084,0.391,6.485,6.08,68.0,50.29,3.0
-0.09300000000000001,0.334125,6.472,6.07,68.0,50.38,3.0
-0.097,0.370375,6.459,6.058,68.0,50.33,3.0
-0.035,0.202,6.448,6.045,68.0,50.31,3.0
-0.109,0.168375,6.431,6.034,68.0,50.36,3.0
0.131,0.059625,6.411,6.023,68.0,50.24,3.0
0.095,0.303,6.395,6.011,68.0,50.21,3.0
-0.002,0.227875,6.377,6.0,68.0,50.43,3.0
0.084,0.12175,6.364,5.987,68.0,50.85,3.0
0.285,0.16575,6.348,5.975,68.0,50.76,3.0
0.278,0.313375,6.335,5.963,68.0,50.12,3.0
-0.106,0.3445,6.32,5.951,68.0,49.3,3.0
-0.125,0.36,6.309,5.94,71.0,48.41,3.0
-0.113,0.35475,6.299,5.928,71.0,47.82,3.0
-0.12,0.3185,6.286,5.916,71.0,47.63,3.0
-0.123,0.28225,6.276,5.906,71.0,47.66,3.0
-0.115,0.199375,6.267,5.894,71.0,47.47,3.0
-0.062,0.341875,6.258,5.884,71.0,47.22,3.0
-0.111,0.256375,6.249,5.874,71.0,46.95,3.0
-0.128,0.31075,6.241,5.864,71.0,46.59,3.0
0.289,0.207125,6.232,5.853,71.0,46.26,3.0
-0.017,0.215,6.224,5.844,71.0,46.37,3.0
0.049,0.29,6.217,5.834,71.0,46.83,3.0
0.224,0.259,6.207,5.824,71.0,47.22,3.0
0.392,0.126875,6.198,5.814,71.0,47.19,3.0
0.012,0.16575,6.192,5.804,71.0,47.12,3.0
-0.108,0.199375,6.185,5.797,64.0,47.1,3.0
-0.106,0.300375,6.179,5.788,64.0,46.95,3.0
-0.102,0.417,6.174,5.779,64.0,46.64,3.0
-0.118,0.204625,6.167,5.772,64.0,45.88,3.0
-0.14,0.429875,6.161,5.763,64.0,45.43,3.0
-0.101,0.305625,6.155,5.754,64.0,45.76,3.0
-0.09300000000000001,0.264125,6.151,5.748,64.0,46.47,3.0
-0.15,0.308125,6.149,5.74,64.0,46.49,3.0
0.297,0.2435,6.146,5.732,64.0,45.61,3.0
-0.145,0.35475,6.144,5.724,64.0,44.62,3.0
-0.005,0.378125,6.14,5.717,64.0,44.19,3.0
0.126,0.370375,6.14,5.709,64.0,44.5,3.0
0.356,0.334125,6.14,5.702,64.0,44.63,3.0
0.166,0.341875,6.138,5.695,64.0,44.38,3.0
-0.117,0.328875,6.136,5.687,64.0,44.28,3.0
-0.116,0.372875,6.135,5.68,64.0,44.5,3.0
-0.121,0.378125,6.135,5.674,64.0,44.67,3.0
-0.134,0.256375,6.133,5.666,64.0,44.66,3.0
-0.132,0.372875,6.133,5.66,64.0,44.78,3.0
-0.123,0.336625,6.13,5.654,64.0,44.9,3.0
-0.07,0.3445,6.129,5.649,64.0,45.03,3.0
-0.125,0.372875,6.126,5.642,64.0,44.97,3.0
-0.131,0.341875,6.125,5.637,64.0,44.7,3.0
0.251,0.316,6.121,5.632,64.0,44.7,3.0
-0.022,0.357375,6.119,5.624,64.0,45.01,3.0
0.062,0.35225,6.116,5.619,64.0,45.24,3.0
0.222,0.248625,6.113,5.614,64.0,45.13,3.0
0.41,0.25375,6.109,5.609,64.0,45.12,3.0
0.023,0.27975,6.105,5.604,64.0,45.41,3.0
-0.07499999999999998,0.313375,6.106,5.601,63.0,45.79,3.0
-0.056,0.271875,6.108,5.597,63.0,46.02,3.0
-0.059,0.25375,6.11,5.596,63.0,45.91,3.0
-0.066,0.3755,6.115,5.593,63.0,46.02,3.0
-0.055,0.29,6.126,5.593,63.0,46.42,3.0
-0.004,0.33925,6.14,5.593,63.0,46.83,3.0
-0.072,0.334125,6.156,5.596,63.0,47.37,3.0
-0.012,0.202,6.18,5.597,63.0,47.59,3.0
0.27,0.41175,6.201,5.601,63.0,47.32,3.0
0.034,0.3445,6.22,5.604,63.0,46.97,3.0
0.122,0.277125,6.241,5.612,63.0,47.01,3.0
0.301,0.1295,6.27,5.618,63.0,47.44,3.0
0.392,0.1735,6.303,5.625,63.0,47.61,3.0
-0.034,0.269375,6.334,5.634,63.0,47.55,3.0
-0.094,0.044,6.364,5.643,67.0,47.43,3.0
-0.084,0.256375,6.391,5.655,67.0,47.27,3.0
-0.08699999999999998,0.334125,6.417,5.666,67.0,47.32,3.0
-0.08999999999999998,0.227875,6.441,5.679,67.0,47.51,3.0
-0.08699999999999998,0.17875,6.463,5.691,67.0,47.63,3.0
-0.02,0.32625,6.483,5.702,67.0,47.53,3.0
-0.104,0.256375,6.503,5.715,67.0,47.15,3.0
0.037,0.12425,6.522,5.727,67.0,46.69,3.0
0.16,0.316,6.539,5.739,67.0,46.42,3.0
-0.012,0.139875,6.555,5.752,67.0,46.24,3.0
0.098,0.132125,6.57,5.766,67.0,46.06,3.0
0.296,0.046625,6.582,5.777,67.0,46.12,3.0
0.343,0.044,6.595,5.787,67.0,46.43,3.0
-0.07,0.111375,6.611,5.798,67.0,46.99,3.0
-0.115,0.300375,6.623,5.809,66.0,46.89,3.0
-0.1,0.1165,6.631,5.819,66.0,47.22,3.0
-0.115,0.12175,6.641,5.829,66.0,47.33,3.0
-0.128,0.227875,6.647,5.839,66.0,47.07,3.0
-0.128,0.271875,6.651,5.848,66.0,46.89,3.0
-0.108,0.246,6.652,5.854,66.0,46.73,3.0
-0.068,0.271875,6.653,5.86,66.0,46.75,3.0
-0.13,0.196875,6.652,5.865,66.0,46.9,3.0
0.138,0.22525,6.648,5.87,66.0,47.03,3.0
0.029,0.341875,6.647,5.873,66.0,47.12,3.0
-0.008999999999999998,0.292625,6.645,5.877,66.0,47.44,3.0
0.08999999999999998,0.264125,6.643,5.879,66.0,47.66,3.0
0.297,0.321125,6.641,5.879,66.0,47.74,3.0
0.296,0.336625,6.636,5.88,66.0,47.83,3.0
-0.106,0.227875,6.632,5.882,62.0,47.99,3.0
-0.128,0.31075,6.631,5.882,62.0,47.93,3.0
-0.112,0.398875,6.627,5.882,62.0,47.82,3.0
-0.125,0.271875,6.624,5.88,62.0,47.6,3.0
-0.136,0.20975,6.619,5.879,62.0,47.54,3.0
-0.143,0.316,6.614,5.877,62.0,47.46,3.0
-0.134,0.196875,6.611,5.874,62.0,47.28,3.0
-0.103,0.163125,6.608,5.872,62.0,47.2,3.0
-0.078,0.347,6.604,5.869,62.0,47.12,3.0
-0.134,0.38075,6.604,5.865,62.0,47.02,3.0
0.268,0.277125,6.601,5.86,62.0,47.0,3.0
-0.095,0.33925,6.598,5.857,62.0,47.09,3.0
-0.007,0.19425,6.594,5.853,62.0,47.38,3.0
0.101,0.163125,6.591,5.848,62.0,47.32,3.0
0.313,0.033625,6.586,5.843,62.0,47.35,3.0
0.252,0.220125,6.584,5.836,62.0,47.42,3.0
-0.116,0.308125,6.579,5.831,58.0,47.52,3.0
-0.129,0.12425,6.574,5.826,58.0,47.43,3.0
-0.127,0.328875,6.569,5.818,58.0,46.92,3.0
-0.133,0.2875,6.561,5.811,58.0,46.45,3.0
-0.136,0.347,6.554,5.804,58.0,46.23,3.0
-0.14,0.292625,6.546,5.797,58.0,46.11,3.0
-0.137,0.2305,6.535,5.791,58.0,46.15,3.0
-0.129,0.119125,6.523,5.783,58.0,46.31,3.0
-0.071,0.38325,6.512,5.776,58.0,46.39,3.0
-0.124,0.321125,6.5,5.768,58.0,46.4,3.0
-0.129,0.36775,6.488,5.761,58.0,46.43,3.0
0.267,0.23825,6.477,5.753,58.0,46.58,3.0
-0.016,0.256375,6.465,5.746,58.0,46.47,3.0
0.062,0.20975,6.454,5.739,58.0,46.36,3.0
0.227,0.202,6.443,5.731,58.0,46.37,3.0
0.426,0.334125,6.432,5.724,58.0,46.36,3.0
0.046,0.362625,6.421,5.716,58.0,46.32,3.0
-0.082,0.2745,6.408,5.709,56.0,46.26,3.0
-0.065,0.308125,6.396,5.701,56.0,46.34,3.0
-0.058,0.259,6.386,5.695,56.0,46.35,3.0
-0.066,0.044,6.373,5.689,56.0,46.23,3.0
-0.06,0.126875,6.364,5.681,56.0,46.18,3.0
-0.054,0.132125,6.354,5.674,56.0,46.09,3.0
-0.037,0.308125,6.343,5.667,56.0,46.01,3.0
-0.005,0.32625,6.331,5.66,56.0,45.94,3.0
-0.058,0.2745,6.321,5.653,56.0,45.86,3.0
0.345,0.269375,6.311,5.647,56.0,45.75,3.0
-0.022,0.316,6.301,5.639,56.0,45.62,3.0
0.071,0.126875,6.293,5.633,56.0,45.77,3.0
0.189,0.033625,6.284,5.627,56.0,46.23,3.0
0.408,0.031125,6.274,5.62,56.0,46.78,3.0
0.332,0.303,6.266,5.614,56.0,47.45,3.0
-0.035,0.442875,6.257,5.609,56.0,47.83,3.0
-0.057,0.26675,6.248,5.602,60.0,48.14,3.0
-0.056,0.256375,6.239,5.597,60.0,48.44,3.0
-0.066,0.235625,6.231,5.592,60.0,48.56,3.0
-0.07,0.12425,6.222,5.587,60.0,48.69,3.0
-0.068,0.2745,6.214,5.58,60.0,48.86,3.0
-0.013,0.401375,6.207,5.574,60.0,49.1,3.0
-0.065,0.32375,6.198,5.569,60.0,49.11,3.0
-0.07,0.316,6.191,5.565,60.0,48.83,3.0
0.319,0.271875,6.184,5.56,60.0,48.27,3.0
0.018,0.341875,6.176,5.555,60.0,47.96,3.0
0.085,0.264125,6.17,5.55,60.0,47.95,3.0
0.258,0.357375,6.162,5.545,60.0,47.92,3.0
0.42,0.336625,6.156,5.54,60.0,47.91,3.0
-0.006,0.401375,6.149,5.535,60.0,47.83,3.0
-0.121,0.22525,6.144,5.53,64.0,47.74,3.0
-0.112,0.300375,6.137,5.525,64.0,47.5,3.0
-0.132,0.271875,6.131,5.52,64.0,47.27,3.0
-0.13,0.313375,6.126,5.516,64.0,47.03,3.0
-0.13,0.2875,6.121,5.512,64.0,46.84,3.0
-0.115,0.277125,6.116,5.507,64.0,46.37,3.0
-0.083,0.316,6.111,5.502,64.0,45.98,3.0
-0.148,0.3315,6.105,5.497,64.0,45.61,3.0
0.119,0.3315,6.101,5.494,64.0,45.22,3.0
0.008999999999999998,0.45325,6.097,5.49,64.0,44.69,3.0
-0.026,0.362625,6.092,5.485,64.0,44.19,3.0
0.059,0.35225,6.087,5.48,63.0,43.91,3.0
0.261,0.357375,6.082,5.478,63.0,43.83,3.0
0.281,0.328875,6.077,5.474,63.0,43.81,3.0
-0.12,0.357375,6.074,5.47,63.0,43.76,3.0
-0.152,0.23825,6.071,5.467,63.0,43.67,3.0
-0.153,0.29,6.067,5.463,63.0,43.57,3.0
-0.155,0.23825,6.062,5.459,63.0,43.37,3.0
-0.155,0.349625,6.054,5.457,63.0,43.34,3.0
-0.161,0.29,6.045,5.453,63.0,43.3,3.0
-0.145,0.176125,6.035,5.448,63.0,43.0,3.0
-0.101,0.18125,6.028,5.445,63.0,42.65,3.0
-0.161,0.05175,6.027,5.442,63.0,42.72,3.0
0.15,0.057,6.026,5.439,63.0,43.29,3.0
-0.047,0.22525,6.026,5.437,63.0,43.86,3.0
-0.038,0.07775,6.026,5.434,63.0,44.59,3.0
0.069,0.07249999999999998,6.026,5.432,86.0,45.22,3.0
0.281,0.145,6.028,5.429,86.0,45.34,3.0
0.273,0.256375,6.03,5.427,86.0,45.47,3.0
-0.112,0.17875,6.033,5.424,86.0,45.79,3.0
-0.14,0.126875,6.039,5.42,86.0,46.2,3.0
-0.143,0.04925,6.037,5.418,86.0,46.63,3.0
-0.152,0.1425,6.032,5.415,86.0,46.43,3.0
-0.156,0.03625,6.027,5.413,86.0,46.07,3.0
-0.155,0.126875,6.019,5.409,86.0,45.67,3.0
-0.102,0.126875,6.011,5.407,86.0,45.52,3.0
-0.133,0.35475,6.003,5.405,86.0,45.46,3.0
-0.156,0.328875,5.999,5.403,86.0,45.65,3.0
0.239,0.25375,5.995,5.4,86.0,46.03,3.0
-0.072,0.297875,5.994,5.399,86.0,46.48,3.0
0.011,0.134625,5.995,5.398,86.0,47.07,3.0
0.157,0.062125,6.008,5.397,86.0,47.79,3.0
0.381,0.202,6.032,5.398,86.0,48.6,3.0
0.051,0.303,6.051,5.4,86.0,48.9,3.0
-0.123,0.305625,6.071,5.403,90.0,49.05,3.0
-0.11,0.207125,6.092,5.407,90.0,49.21,3.0
-0.116,0.18125,6.11,5.41,90.0,49.05,3.0
-0.123,0.3445,6.138,5.415,90.0,49.13,3.0
-0.111,0.321125,6.168,5.423,90.0,49.06,3.0
-0.105,0.32625,6.189,5.428,90.0,48.76,3.0
-0.063,0.362625,6.216,5.435,90.0,48.12,3.0
-0.134,0.3315,6.245,5.444,90.0,47.34,3.0
0.215,0.2435,6.268,5.451,90.0,46.96,3.0
-0.054,0.42475,6.298,5.459,90.0,46.73,3.0
-0.012,0.170875,6.34,5.468,90.0,46.64,3.0
0.085,0.03625,6.382,5.476,90.0,46.43,3.0
0.283,0.057,6.421,5.486,90.0,46.28,3.0
0.24,0.36,6.452,5.496,90.0,46.72,3.0
-0.129,0.414375,6.477,5.503,64.0,46.82,3.0
-0.15,0.271875,6.508,5.511,64.0,46.57,3.0
-0.153,0.42475,6.543,5.52,64.0,46.34,3.0
-0.163,0.442875,6.577,5.527,64.0,46.09,3.0
-0.176,0.269375,6.601,5.535,64.0,45.94,3.0
-0.193,0.38325,6.615,5.542,64.0,45.87,3.0
-0.19,0.4325,6.632,5.548,64.0,45.93,3.0
-0.133,0.370375,6.647,5.557,64.0,46.06,3.0
-0.216,0.3885,6.661,5.565,64.0,46.19,3.0
-0.021,0.2435,6.676,5.573,64.0,46.09,3.0
-0.043,0.29,6.692,5.583,64.0,45.98,3.0
-0.13,0.35475,6.712,5.593,64.0,46.23,3.0
-0.034,0.2435,6.736,5.604,61.0,46.7,3.0
0.151,0.334125,6.765,5.617,61.0,47.25,3.0
0.199,0.31075,6.793,5.629,61.0,47.44,3.0
-0.188,0.189,6.821,5.639,61.0,47.33,3.0
-0.259,0.176125,6.855,5.654,61.0,47.53,3.0
-0.233,0.71475,6.896,5.674,61.0,47.99,3.0
-0.25,0.365125,6.94,5.695,61.0,48.23,3.0
-0.237,0.36,6.989,5.719,61.0,48.15,3.0
-0.266,0.28225,7.045,5.745,61.0,48.27,3.0
-0.25,0.271875,7.108,5.774,61.0,48.25,3.0
-0.235,0.235625,7.167,5.81,61.0,48.46,3.0
-0.275,0.313375,7.227,5.847,61.0,48.54,3.0
0.109,0.38075,7.301,5.889,61.0,48.31,3.0
-0.261,0.297875,7.384999999999998,5.933,61.0,47.89,3.0
-0.153,0.2435,7.428,5.981,61.0,47.6,3.0
-0.048,0.199375,7.516,6.03,88.0,47.73,3.0
0.159,0.25375,7.582,6.08,88.0,47.59,3.0
0.092,0.336625,7.639999999999999,6.13,88.0,47.51,3.0
-0.257,0.32375,7.699,6.183,88.0,47.17,3.0
-0.274,0.32375,7.756,6.242,88.0,47.28,3.0
-0.25,0.36775,7.801999999999999,6.302,88.0,47.37,3.0
-0.253,0.36775,7.849,6.355,88.0,47.45,3.0
-0.249,0.3445,7.894999999999999,6.405,88.0,47.47,3.0
-0.236,0.29525,7.94,6.453,88.0,47.93,3.0
-0.162,0.28225,7.985999999999998,6.499,88.0,48.46,3.0
-0.202,0.26675,8.029,6.544,88.0,49.0,3.0
-0.18,0.139875,8.064999999999998,6.588,88.0,49.37,3.0
0.213,0.28225,8.092,6.629,88.0,49.55,3.0
-0.06,0.25375,8.112,6.674,88.0,49.69,3.0
0.04,0.08025,8.125999999999998,6.719,88.0,49.8,3.0
0.208,0.12175,8.131999999999998,6.758,88.0,49.9,3.0
0.416,0.25375,8.136,6.794,88.0,50.09,3.0
0.038,0.370375,8.144999999999998,6.829,88.0,50.22,3.0
-0.08599999999999998,0.235625,8.15,6.861,64.0,50.34,3.0
-0.07399999999999998,0.062125,8.141999999999998,6.892,64.0,50.48,3.0
-0.076,0.297875,8.127,6.923,64.0,50.52,3.0
-0.08799999999999998,0.1865,8.115,6.952,64.0,50.58,3.0
-0.018,0.134625,8.098,6.975,64.0,50.48,3.0
-0.061,0.28225,8.08,6.995,64.0,50.58,3.0
-0.084,0.370375,8.058,7.019,64.0,50.77,3.0
0.309,0.334125,8.032,7.04,64.0,50.76,3.0
0.017,0.35225,8.003999999999998,7.059,64.0,50.37,3.0
0.09300000000000001,0.398875,7.968,7.072,64.0,50.5,3.0
0.262,0.20975,7.934,7.082,64.0,50.71,3.0
0.442,0.20975,7.897999999999999,7.09,64.0,50.56,3.0
0.065,0.22525,7.860999999999998,7.093,64.0,50.29,3.0
-0.046,0.297875,7.827,7.098,64.0,50.14,3.0
-0.036,0.32625,7.793999999999999,7.1,71.0,50.04,3.0
-0.031,0.35475,7.759999999999998,7.103,71.0,49.86,3.0
-0.04,0.36775,7.723,7.101,71.0,49.92,3.0
-0.045,0.308125,7.69,7.096,71.0,50.18,3.0
0.024,0.538625,7.655,7.088,71.0,50.63,3.0
-0.027,0.406625,7.623,7.079,71.0,50.85,3.0
-0.047,0.347,7.591999999999999,7.07,71.0,50.8,3.0
0.356,0.357375,7.559,7.059,71.0,50.71,3.0
0.059,0.29,7.527999999999999,7.045,71.0,50.53,3.0
0.129,0.3185,7.497,7.03,71.0,50.27,3.0
0.28,0.5205,7.469,7.016,71.0,49.76,3.0
0.459,0.3755,7.44,6.998,71.0,48.9,3.0
0.047,0.435125,7.413,6.978,71.0,48.08,3.0
-0.083,0.502375,7.384,6.958,66.0,47.76,3.0
-0.078,0.38075,7.360999999999998,6.941,66.0,47.76,3.0
-0.08799999999999998,0.38325,7.336,6.921,66.0,47.7,3.0
-0.071,0.35225,7.309999999999999,6.902,66.0,47.58,3.0
-0.102,0.336625,7.285999999999999,6.887,66.0,47.68,3.0
-0.056,0.334125,7.261999999999999,6.871,66.0,47.6,3.0
-0.054,0.347,7.239,6.849,66.0,47.38,3.0
-0.116,0.406625,7.216999999999999,6.827,66.0,46.91,3.0
0.28,0.36,7.194,6.804,66.0,46.76,3.0
-0.07299999999999998,0.38075,7.174,6.782,66.0,46.92,3.0
0.026,0.321125,7.154,6.758,66.0,46.98,3.0
0.164,0.3315,7.133,6.737,66.0,46.92,3.0
0.358,0.18125,7.115,6.714,66.0,46.82,3.0
0.124,0.36775,7.096,6.693,66.0,46.75,3.0
-0.095,0.357375,7.078,6.672,65.0,46.53,3.0
-0.085,0.334125,7.064,6.652,65.0,46.21,3.0
-0.08599999999999998,0.248625,7.044,6.632,65.0,45.95,3.0
-0.096,0.271875,7.031,6.615,65.0,45.77,3.0
-0.085,0.427375,7.016,6.595,65.0,45.79,3.0
-0.052,0.404,7.001,6.575,65.0,46.28,3.0
-0.072,0.31075,6.989,6.558,65.0,46.7,3.0
-0.106,0.26675,6.975,6.538,65.0,46.65,3.0
0.27,0.1865,6.962,6.518,65.0,46.3,3.0
-0.035,0.313375,6.953,6.498,65.0,45.95,3.0
0.053,0.3755,6.94,6.481,65.0,45.93,3.0
0.194,0.336625,6.928,6.462,65.0,46.14,3.0
0.39,0.220125,6.919,6.446,65.0,46.38,3.0
0.08999999999999998,0.132125,6.909,6.43,65.0,46.51,3.0
-0.08799999999999998,0.199375,6.898,6.412,67.0,46.65,3.0
-0.08,0.23825,6.891,6.397,67.0,46.89,3.0
-0.07499999999999998,0.2175,6.881,6.382,67.0,46.78,3.0
-0.08699999999999998,0.334125,6.875,6.367,67.0,46.44,3.0
-0.041,0.062125,6.867,6.352,67.0,46.25,3.0
-0.045,0.248625,6.862,6.336,67.0,46.33,3.0
-0.102,0.32625,6.857,6.323,67.0,46.65,3.0
0.296,0.292625,6.852,6.309,67.0,46.89,3.0
-0.045,0.313375,6.847,6.296,67.0,47.01,3.0
0.064,0.2875,6.846,6.283,67.0,46.92,3.0
0.201,0.305625,6.84,6.27,67.0,46.82,3.0
0.422,0.308125,6.839,6.257,67.0,46.48,3.0
0.139,0.204625,6.837,6.246,67.0,46.27,3.0
-0.053,0.155375,6.83,6.232,70.0,46.41,3.0
-0.045,0.235625,6.827,6.222,70.0,46.88,3.0
-0.041,0.2435,6.821,6.209,70.0,47.43,3.0
-0.046,0.284875,6.816,6.199,70.0,47.41,3.0
0.008999999999999998,0.328875,6.812,6.187,70.0,47.2,3.0
-0.078,0.256375,6.807,6.177,70.0,47.56,3.0
0.133,0.259,6.804,6.166,70.0,47.86,3.0
0.078,0.189,6.798,6.156,70.0,47.86,3.0
0.021,0.183875,6.793,6.145,70.0,47.87,3.0
0.119,0.134625,6.788,6.136,70.0,47.93,3.0
0.323,0.20975,6.781,6.126,70.0,47.98,3.0
0.304,0.29,6.776,6.117,70.0,48.27,3.0
-0.051,0.3315,6.773,6.109,70.0,48.36,3.0
-0.062,0.27975,6.765,6.1,75.0,48.27,3.0
-0.047,0.33925,6.761,6.092,75.0,48.26,3.0
-0.053,0.36,6.757,6.083,75.0,48.14,3.0
0.012,0.336625,6.75,6.073,75.0,47.96,3.0
-0.049,0.271875,6.744,6.065,75.0,47.95,3.0
-0.084,0.305625,6.738,6.057,75.0,47.97,3.0
0.305,0.31075,6.729,6.049,75.0,48.12,3.0
0.024,0.19425,6.723,6.04,75.0,48.22,3.0
0.098,0.305625,6.717,6.033,75.0,48.28,3.0
0.253,0.292625,6.713,6.025,75.0,48.09,3.0
0.393,0.32375,6.703,6.019,75.0,48.01,3.0
0.011,0.4455,6.699,6.012,75.0,48.43,3.0
-0.07499999999999998,0.308125,6.693,6.007,75.0,48.54,3.0
-0.07299999999999998,0.256375,6.686,6.001,75.0,48.73,3.0
-0.064,0.25375,6.682,5.993,75.0,48.88,3.0
0.0,0.248625,6.68,5.987,75.0,48.98,3.0
-0.125,0.370375,6.678,5.98,75.0,48.77,3.0
0.255,0.23825,6.676,5.975,75.0,48.84,3.0
-0.051,0.23825,6.675,5.97,75.0,49.25,3.0
0.015,0.341875,6.675,5.963,75.0,49.48,3.0
0.132,0.316,6.675,5.955,75.0,49.34,3.0
0.317,0.35475,6.675,5.945,75.0,49.06,3.0
0.206,0.27975,6.675,5.941,75.0,48.76,3.0
-0.08899999999999998,0.054375,6.676,5.941,80.0,48.38,3.0
-0.08599999999999998,0.20975,6.677,5.937,80.0,48.09,3.0
-0.08599999999999998,0.103625,6.678,5.932,80.0,47.68,3.0
-0.081,0.057,6.68,5.927,80.0,47.37,3.0
-0.038,0.256375,6.68,5.92,80.0,47.06,3.0
-0.125,0.39625,6.68,5.915,80.0,46.77,3.0
0.247,0.494625,6.682,5.91,80.0,46.47,3.0
-0.108,0.409125,6.682,5.908,80.0,46.24,3.0
-0.01,0.300375,6.681,5.903,80.0,46.15,3.0
0.104,0.098375,6.681,5.896,77.0,46.35,3.0
0.294,0.069875,6.678,5.89,77.0,46.43,3.0
0.18,0.347,6.676,5.884,77.0,46.51,3.0
-0.11,0.32375,6.672,5.878,77.0,46.26,3.0
-0.103,0.3445,6.668,5.873,77.0,46.03,3.0
-0.108,0.33925,6.666,5.868,77.0,45.67,3.0
-0.118,0.336625,6.662,5.863,77.0,45.6,3.0
-0.115,0.347,6.66,5.86,77.0,46.03,3.0
-0.062,0.308125,6.657,5.855,77.0,46.26,3.0
-0.101,0.35475,6.656,5.852,77.0,46.37,3.0
-0.143,0.32375,6.655,5.849,77.0,46.21,3.0
0.209,0.393625,6.658,5.845,77.0,46.05,3.0
-0.063,0.313375,6.664,5.844,77.0,46.03,3.0
0.016,0.199375,6.676,5.842,77.0,45.92,3.0
0.149,0.28225,6.691,5.84,68.0,45.74,3.0
0.321,0.12175,6.71,5.839,68.0,45.77,3.0
0.029,0.25125,6.733,5.839,68.0,45.82,3.0
-0.102,0.170875,6.759,5.84,68.0,45.73,3.0
